doubletriple_hit,fielded_out,homerun_hit,other,single_hit,single_walk,strike_out
-0.57527,0.26446655,-0.08369864,-1.2576308,-0.35549957,0.4636813,0.051076747
0.55790186,-0.7856326,-0.91278017,-0.45540312,-0.05139148,-0.026640927,0.823582
-0.4175826,0.22839464,0.52196574,-1.4213313,0.20067139,0.5499863,0.033361956
0.43319428,-0.8638219,-0.719629,-0.50674224,0.6775298,-0.18603036,0.8558242
-0.625765,0.65563613,0.5277567,-1.4215965,-0.008669161,-0.06757427,0.33508408
0.63897747,-0.73997444,-0.8500506,-0.6564653,0.35890678,-0.15934205,0.6936796
-0.49156803,-0.008902218,0.4036391,-1.2839186,-0.023516972,0.062342834,-0.028679518
0.51372147,-0.8638918,-0.77274966,0.4119766,0.24545541,0.34399983,0.9677744
-0.5673342,0.1253404,-0.14320232,-1.3987337,0.04812602,-0.09566043,0.2523158
0.56147116,-0.87433106,-0.94012815,-0.39248434,0.102135114,-0.21833721,0.850723
-0.49275076,0.3203289,0.61954397,-1.0673003,0.15336885,0.06703525,0.57221186
0.46176535,-0.84966034,-0.7095807,-0.66565406,-0.1773406,0.25506383,0.73352015
-0.5045467,0.29656112,-0.37098822,-1.2269166,0.21671383,-0.5387885,0.3533112
0.58284134,-0.79418486,-0.72071916,0.7136288,0.5931986,-0.3100351,0.95778674
-0.6663861,-0.039935317,-0.26188713,-1.3189176,0.4094516,-0.009715434,-0.016125605
0.52077335,-0.8351532,-0.92715913,0.6821021,0.2164496,-0.09455105,0.80359006
-0.64001274,0.1468967,-0.28445795,-1.3990612,-0.3729456,0.43609393,-0.09755806
0.58881295,-0.8770118,-0.97651935,0.4749633,0.041468475,0.2676956,0.7162673
-0.46585995,0.47972476,0.2537291,-1.3685981,0.0096370345,-0.20587794,0.49940783
0.47026396,-0.8014333,-0.81593835,-0.6551119,0.2771262,-0.3150572,0.7473312
-0.46921173,-0.026163513,-0.5706669,-1.3619565,0.17820682,-0.5906934,0.11991579
0.627994,-0.7640865,-1.0162362,0.8021149,0.14318694,0.53851485,0.8092858
-0.5333717,0.10876701,-0.6732029,-1.2332685,-0.116349496,0.19624749,0.2260957
0.52906156,-0.8112347,-0.93488157,0.6885238,0.19292912,-0.53440636,0.73117846
-0.5808344,-0.12751043,-0.5698679,-1.136991,0.27781656,-0.3118253,-0.19590203
0.5193103,-0.821644,-0.8045736,0.82218134,0.0640968,0.07899238,0.9753051
-0.043384526,0.45807225,0.3362951,-1.2078913,0.17027777,-0.562821,0.97336835
0.18785782,-0.39159653,-0.10389817,-1.0767604,-0.6772405,0.05244315,0.700504
-0.48227608,0.4006131,0.48499915,-1.3195844,-0.11043714,-0.08357977,0.47639617
0.4930337,-0.80316865,-0.84871614,-0.30424243,0.11737184,-0.022814494,0.7234951
-0.54279375,0.0013246352,-0.2777486,-1.3461534,0.042706132,-0.008349904,-0.049917925
0.5720244,-0.83445114,-0.83167475,0.7179486,0.2312894,-0.48820066,0.8272207
-0.3936929,0.30994812,0.46272254,-1.4201015,0.10677146,0.016726565,0.20674148
0.30189034,-0.7422233,-1.0204345,-0.6680092,0.0027255958,0.036985602,0.9050393
-0.58664954,-0.27940354,-0.4735854,-1.3007939,-0.29336205,-0.016475815,-0.12201887
0.5132374,-0.8321255,-0.97407746,0.6513414,0.25892007,-0.3776069,0.73459774
-0.63463205,-0.06518373,-0.5876952,-1.203007,-0.0046759844,-0.068658225,-0.510753
0.49698374,-0.8965171,-0.845764,0.79990566,-0.35904703,0.5524395,0.8083829
-0.5404685,0.07850926,-0.19017597,-1.4055383,0.08705777,0.08704298,0.012336184
0.49944517,-0.89080787,-0.95053375,0.6168998,-0.48188898,0.18144599,0.77819604
-0.58743453,0.43584064,0.13318785,-1.2345766,-0.24949221,0.52814734,0.37310836
0.5414161,-0.7992463,-0.7854124,-0.5998557,-0.18067138,0.010681595,0.8006936
-0.4595823,0.4640414,0.06566563,-1.3567119,0.02793664,0.4921697,0.53134805
0.44687462,-0.79806477,-0.9828345,-0.51928455,0.67162853,-0.65914685,0.84212345
-0.4442901,0.1638046,-0.013452648,-1.4259303,-0.3325052,0.244506,0.20594977
0.388194,-0.8164456,-1.0157534,-0.46645886,0.25899735,-0.6195375,0.88969064
-0.58265096,0.53585845,0.38352215,-1.1501977,-0.21035692,-0.018093016,0.24480438
0.5133012,-0.78270495,-0.91759956,-0.43779504,0.43434188,0.2353123,0.84435534
-0.47856632,0.44847983,0.503613,-1.2249302,-0.15679382,0.06297675,0.3547429
0.46786356,-0.8045592,-0.8136984,-0.36586544,0.22392,-0.55235416,0.8784767
-0.61031735,0.53046316,0.14316274,-1.4345573,0.22957271,-0.037048697,0.11269227
0.6495814,-0.7069235,-1.0151923,-0.6358475,0.7313691,0.040061567,0.8347576
-0.55548316,0.29447517,0.39102048,-1.3950343,-0.1776849,0.104679696,0.37124145
0.54463106,-0.73648703,-1.0981165,-0.59581697,0.103434935,-0.17458104,0.6402696
-0.51203555,0.7421345,0.47820234,-1.269578,-0.17089206,0.4469837,0.48972416
0.57508093,-0.736325,-0.9737521,-0.8387311,0.42472583,-0.5464527,0.86483645
-0.5451954,0.0541548,0.09104572,-1.4401027,0.23635425,0.14500503,-0.1761432
0.51970613,-1.0076205,-1.0274692,-0.45145604,0.45493916,-0.57434845,0.8484792
-0.6376869,0.16173509,-0.31449023,-1.4110224,0.37370676,-0.12841849,0.2777355
0.51738894,-0.8566788,-0.81525844,0.7338246,-0.06380768,-0.44889665,0.75255096
-0.4863056,-0.057849705,-0.3936527,-1.1888568,-0.024980072,0.27458563,-0.10078948
0.543161,-0.978744,-0.9214428,0.45937866,-0.074221455,0.014050742,0.9490473
-0.6513005,0.2817081,-0.3071607,-1.222192,-0.0017129204,0.30690286,0.09720596
0.6384371,-0.8207136,-0.9942357,-1.1428353,0.5942751,0.03441265,0.8513443
-0.45503488,0.6084263,0.37392873,-1.3506453,-0.63422143,0.049224213,0.30806813
0.5179407,-0.73182243,-1.0936434,-0.6908264,0.25225985,-0.3638501,0.74798256
-0.60772526,0.041190147,0.73901176,-1.4629589,-0.1467507,-0.29697612,0.2580617
0.63016635,-0.8324005,-0.8527734,-0.7157308,-0.21566598,-0.22755037,0.7400704
-0.59957427,-0.20039754,-1.2007906,-1.2090173,-0.10224762,0.6754137,0.0402734
0.5347725,-0.98706,-0.38790607,0.39581245,0.014355206,0.06967504,0.9065232
-0.54589736,0.44838375,-0.073167615,-1.2607332,-0.669068,0.27326256,0.22782749
0.56668425,-0.69829637,-0.98957944,-0.59260523,-0.28259763,0.060748603,0.8230087
-0.31588295,0.2963834,0.17299286,-1.3640944,0.12299367,0.21425267,0.13825312
0.41277876,-0.97068304,-0.8579135,-0.62252456,0.20978542,-0.1402795,1.0140575
-0.6391738,0.14317107,0.14392503,-1.3696467,0.053983092,0.24673028,0.15427269
0.61879826,-0.8448935,-0.9249416,-0.2827635,0.2521065,0.091534875,0.83658147
-0.6098787,0.39118105,0.6127875,-1.330526,-0.0068006725,0.009138748,0.36827588
0.57994866,-0.7378453,-0.8665324,-0.60301775,0.07232455,0.6362169,0.7030269
-0.47711697,0.05806946,-0.35691342,-1.4143614,0.27817547,-0.062815234,-0.16970249
0.31996188,-0.9649659,-1.0275326,0.44731855,0.4004086,0.5624174,0.7588305
-0.4042219,0.5184427,0.33132288,-1.3753823,-0.24672875,0.48284942,0.25450027
0.38325405,-0.7844631,-0.81037825,-0.6532069,0.16151056,-0.16510415,0.8585511
-0.5474261,0.38370907,0.5099537,-1.0462301,0.056414485,0.87858886,0.26997292
0.53770596,-0.8076148,-0.8707198,-0.8542954,-0.2106739,-0.6676699,0.916107
-0.56447846,0.33964074,0.27578008,-1.4200373,0.33054265,-0.28845945,-0.21489638
0.47879604,-0.8037657,-1.1890231,-0.51254356,-0.27952707,0.19159524,0.7611051
-0.54584575,0.31098646,0.82480866,-1.2347325,-0.07046296,-0.0418835,0.31614804
0.5207357,-0.8907118,-0.5657286,-0.53203136,0.06776617,-0.006169321,0.8570384
-0.7103066,-0.026096683,-0.35525292,-1.3284376,-0.43887967,-0.07056211,-0.07093947
0.6254894,-0.7851517,-1.0048013,0.7176617,0.23283802,-0.12188533,0.5979349
-0.42422125,0.4798749,0.33477885,-1.3367525,-0.08843141,-0.010653266,0.10455079
0.29523894,-0.80329543,-1.0538895,-0.52143246,0.13100936,0.08247277,0.84321904
-0.6071225,0.018783642,0.13698062,-1.4572983,-0.14196412,-0.45344654,0.13594615
0.41230172,-0.83339304,-1.0609689,-0.5298618,-0.23448165,0.41509897,0.6679587
-0.52216566,0.37805298,0.3553275,-1.3751454,0.25284445,-0.39771292,0.23080017
0.51521915,-0.7662916,-1.0608963,-0.46156392,0.5116493,-0.0135739,0.67614514
-0.6335115,-0.019707497,-0.68668896,-1.335603,-0.23545659,0.61057514,-0.20302911
0.56213534,-0.8084791,-0.7781427,0.67018193,0.1198782,-0.21087642,0.84970033
-0.22762805,0.148695,-0.6878017,-1.2139529,0.1998133,0.558664,-0.9738272
0.24202919,-0.88371134,-0.755902,0.92188406,-0.47453135,0.30319577,1.0808016
-0.5661953,0.44143325,0.52345926,-1.2383552,-0.61876714,0.24955186,0.33690742
0.52503175,-0.87202257,-0.95897365,-0.8553503,0.7956394,-0.2761134,0.87352216
-0.543906,0.48653126,0.5915959,-0.98741955,0.13394926,-0.16191019,0.18167113
0.35457125,-0.71680516,-0.9802316,-0.45657122,-0.12035427,-0.1741776,0.79790926
-0.46781728,0.5984775,0.545986,-1.4113928,0.031438258,-0.031574346,0.12537389
0.5176559,-0.6763902,-0.9580486,-0.54685456,0.24340901,0.3919546,0.7931472
-0.68737954,-0.09927055,-0.30113187,-1.2793732,0.8104803,-0.28377998,0.22126395
0.6098052,-0.83149767,-0.88880223,0.7798014,0.06898569,-0.12738913,0.8630325
-0.41546363,0.18669644,0.3106475,-1.3224243,0.05059826,-0.49063832,0.6118118
0.482879,-0.90109265,-1.063228,-0.6230855,0.31293857,-0.32592267,0.8519011
-0.59634995,0.30202293,0.20772429,-1.248095,-0.108198,-0.102612704,0.23665091
0.54641354,-0.79489034,-1.0533603,-0.74642813,0.27085134,0.21776402,0.7589841
-0.67085373,-0.4065845,-0.3652228,-1.0364976,-0.03425954,0.29889554,-0.40854043
0.5932641,-0.84060967,-0.76087564,0.62517965,0.20000729,0.07373354,0.90091085
-0.56716055,-0.16056974,-0.46449864,-1.2622523,-0.06897994,-0.079624094,-0.37727964
0.43407404,-0.9124807,-0.91246176,0.7810855,-0.17333627,-0.0888752,0.7780387
-0.4660743,-0.1788197,-0.51695067,-1.0528982,0.25585258,-0.017912433,-0.30083302
0.5438375,-0.9134374,-0.7975643,0.6587607,-0.32123613,-0.12419509,0.77923554
-0.50117844,-0.11234153,-0.54834944,-1.2236565,-0.053850006,0.006144538,-0.049033
0.46695688,-0.91214424,-0.88552874,0.74645424,-0.3064971,0.034109734,0.81317985
-0.5181952,0.084745094,-0.38329768,-1.351068,-0.08185175,0.37874857,0.35957187
0.5241995,-0.91705376,-0.91293275,0.46955198,-0.034429803,0.009806531,0.90838766
-0.5635775,0.48907253,0.29518446,-1.2618362,-0.0408947,-0.03723025,0.43773773
0.6125499,-0.70212394,-0.99206024,-0.79418975,-0.04136336,0.3014924,0.6328965
-0.6306328,-0.064665414,-0.43938202,-1.3345598,0.19076383,-0.45521215,0.1526004
0.65395826,-0.91093874,-1.0873969,0.5446618,-0.077334665,-0.18904631,0.7275377
-0.5406234,0.07510614,-0.37337714,-1.3443805,-0.10197134,0.1805203,-0.0690996
0.64699244,-0.77663463,-0.9125007,0.64541286,0.28316048,-0.3822809,0.92895883
-0.61176616,0.3132487,0.41534585,-1.4130311,-0.09768069,7.603469e-05,0.17770663
0.6083548,-0.7635807,-0.8290905,-0.6132772,0.08509672,-0.32023707,0.8750976
-0.63758546,0.3204619,-0.45291206,-1.2513849,0.093666434,-0.32880762,-0.14939196
0.49305645,-0.842077,-0.94047797,0.5960545,0.1287579,-0.29606912,0.8714326
-0.4507741,0.088551745,-0.2689479,-1.3587621,-0.11110539,0.6918468,-0.11870218
0.40752196,-0.89304465,-1.0147427,0.486996,0.074281216,-0.23053725,0.908968
-0.56035733,0.42590973,-0.14514996,-1.320053,-0.18594687,0.07927438,0.045143414
0.57283896,-0.72284424,-0.9070239,-0.66974133,-0.30092716,-0.22546609,0.78747
-0.4469254,-0.26547557,-0.26997554,-1.419916,-0.1894288,-0.3875325,-0.5565899
0.5126293,-0.90480757,-0.9228932,0.55412924,-0.052198894,0.072690345,0.83017784
-0.50990754,0.23113266,0.058087755,-1.4485724,-0.3257404,0.15778239,0.1846533
0.5291993,-0.8712013,-0.97659683,-0.38473967,0.344789,0.008284371,0.79913294
-0.5939267,0.16902266,-0.32475597,-1.3143028,0.04307099,-0.28659835,-0.31853926
0.5060895,-0.8462546,-0.8931561,0.7294169,-0.12837489,0.15374304,0.91927165
-0.49965364,0.27217177,0.18236993,-1.3380096,0.035745095,0.27729532,0.39048508
0.4782927,-0.7780873,-1.006424,-0.48229566,-0.031770404,0.24829732,0.6651745
-0.54134285,0.4765087,0.3618409,-1.393292,0.2033336,0.43169734,0.0026894123
0.5070495,-0.70660365,-0.96675503,-0.6528537,-0.033943277,-0.13348508,0.88448006
-0.59166783,0.284558,0.34003162,-1.3440596,0.14231384,-0.12666373,0.09908119
0.5520897,-0.7242574,-1.0657656,-0.5391099,-0.34753916,-0.067105144,0.76311964
-0.52672625,0.12783079,0.1272335,-1.2862625,0.018599233,-0.31722504,-0.21619608
0.61184454,-0.8448617,-0.9111935,-0.47192147,-0.10610553,-0.24195668,0.89610577
-0.4578833,-0.090545885,-0.1914515,-1.4142545,-0.011511412,0.11378562,-0.077161
0.40071276,-0.92295784,-0.88166165,0.6247762,-0.057108585,0.23102942,0.9193306
-0.5303753,0.24143687,0.29514927,-1.3953713,-0.3290623,0.05481868,0.091008015
0.5603403,-0.77777064,-1.1080285,-0.6152509,-0.18366943,0.15385352,0.7178488
-0.49158812,-0.23943578,-0.2739032,-1.3032254,0.5705928,-0.04283677,-0.2936642
0.53135616,-0.91652876,-0.82881236,0.73252875,0.046038628,0.010294197,0.81727535
-0.61321515,-0.16531214,-0.21407615,-1.2899141,0.061962456,0.267422,-0.24356535
0.5809745,-0.8520783,-0.8042625,0.80198306,0.346848,-0.4828391,0.76356876
-0.5630222,0.4596788,0.38577858,-1.2858251,-0.45828232,0.5162649,0.17325668
0.60929406,-0.8533504,-1.0247729,-0.57154363,0.30822727,-0.542398,0.83808225
-0.58879805,0.0047878977,0.18647921,-1.2988541,-0.12298034,0.073969565,-0.44760633
0.6208353,-0.86804426,-0.74492246,0.77395546,-0.013550712,0.16028869,0.87540984
-0.6417235,-0.1446715,-0.35149184,-1.3040507,0.16294993,-0.22176653,0.11197412
0.6331992,-0.8253056,-1.0999571,0.32915768,0.05973395,0.5040274,0.8038408
-0.5380695,0.1840523,-0.43059817,-1.3588195,0.08829034,0.03783972,-0.124946006
0.4699959,-0.9027457,-0.8439644,0.63629985,-0.6533624,0.0051912153,0.7766526
-0.4325089,-0.30355683,-0.50932574,-1.2089056,0.28320634,-0.07391912,-0.2661491
0.4947217,-0.9317219,-0.70671743,0.58130985,-0.21588947,0.13255729,0.8037243
-0.41861466,0.94124967,0.6856623,-0.91135734,-0.1601568,0.21894006,-0.0031029028
0.42865792,-0.7101023,-0.88180125,-0.8150832,-0.19493133,0.19900946,1.0597056
-0.61816406,0.42365548,0.47293487,-1.2796819,-0.05761597,0.3921467,0.033540525
0.62733537,-0.7830842,-1.039132,-0.52956605,-0.07896202,0.03959482,0.7404085
-0.3543582,0.4474538,0.1510222,-1.2401785,-0.14181173,-0.2753648,0.53816926
0.4789428,-0.88123775,-0.9467544,-0.8063095,-0.123288855,-0.1559419,0.6850731
-0.5294549,-0.20999448,-0.22528309,-1.2748156,0.3536743,-0.08460062,0.0015626157
0.49102053,-0.9160844,-1.0457959,0.2654553,0.054122057,0.5291597,0.7851605
-0.468261,-0.20426348,-0.20604551,-1.4343592,0.7125428,-0.037512835,-0.04938512
0.44809937,-0.92106885,-1.0382577,0.5316127,-0.43065384,-0.41751152,0.7265693
-0.5647428,0.442429,0.03464098,-1.3362424,-0.6485911,-0.015760861,0.08217054
0.5565634,-0.79271436,-1.0736958,-0.14457273,0.11221683,0.08027371,0.7700507
-0.5093108,-0.13365325,-0.487262,-1.1730286,0.18718448,0.17649834,-0.30606413
0.38926795,-0.8805959,-0.92723453,0.609736,-0.19537726,-0.24466947,0.85901755
